Frame Number,BOOSTING: not overlapped: 3; failed: 0,CSRT: not overlapped: 2; failed: 0,KCF: not overlapped: 3; failed: 2,MEDIANFLOW: not overlapped: 0; failed: 62,MIL: not overlapped: 2; failed: 0,MOSSE: not overlapped: 2; failed: 3,TLD: not overlapped: 11; failed: 6
1,15.13274595,16.1245155,13.34166406,19.02629759,17.11724277,17.02938637,41.86884283
2,23.19482701,19.02629759,16.03121954,22.20360331,21.02379604,22.36067977,43.829214
3,18.24828759,10,7.211102551,12.16552506,16.2788206,17.11724277,48.02082881
4,28.28427125,13.15294644,9.848857802,20.88061302,17.11724277,22.56102835,51.4781507
5,23.34523506,19.41648784,11.40175425,1000,20.09975124,23.19482701,41.48493703
6,28.01785145,16.2788206,13.92838828,5.385164807,16.76305461,21.09502311,58.13776741
7,18,14.56021978,11.18033989,7.071067812,17.08800749,20.09975124,48.84669897
8,10.44030651,5.385164807,10.29563014,11.40175425,11.40175425,14.03566885,42.54409477
9,6.08276253,5.385164807,19.23538406,21.02379604,3.16227766,3.605551275,31.76476035
10,10.63014581,10.44030651,28.63564213,29,10.04987562,6.403124237,25.23885893
11,4.242640687,14.03566885,31.38470965,30.06659276,13.03840481,6.32455532,25
12,16.1245155,20.22374842,34.4818793,36.01388621,20.02498439,11.70469991,14
13,5.830951895,7.280109889,25.23885893,24.73863375,9.848857802,2,27.58622845
14,4.123105626,2,26.07680962,25.49509757,11.18033989,1.414213562,26.87005769
15,7.071067812,10.04987562,30.61045573,28.3019434,15.29705854,9.848857802,39.05124838
16,5.656854249,11.18033989,28.3019434,27.45906044,14.31782106,10.29563014,41.10960958
17,1,9.055385138,30,29.15475947,15.23154621,10.04987562,56.72741841
18,4.472135955,10.77032961,36.23534186,36.7151195,26.41968963,17.02938637,31.76476035
19,7,10.44030651,36.76955262,34.43835072,23.02172887,19.41648784,30
20,3.605551275,11.18033989,33.01514804,33.52610923,20.61552813,20.61552813,46.40043103
21,33.83784863,24.16609195,45.27692569,41.76122604,30,32.75667871,40.24922359
22,35.51056181,24.41311123,44.40720662,40.85339643,32.80243893,32.57299495,38.07886553
23,27.07397274,27.85677655,45.09988914,48.70318265,35.17101079,43.38202393,62.96824597
24,37.10795063,32.55764119,51.2445119,49.64876635,38.01315562,47.29693436,13.34166406
25,38.01315562,41.23105626,52.15361924,52.20153254,41,52,16.97056275
26,40.49691346,36,51.97114584,44.40720662,43,49.81967483,7.071067812
27,54.14794548,49.81967483,68.00735254,60.87692502,59.53990259,67.44627492,18.02775638
28,48.83646179,41.59326869,61.40032573,52.95280918,52.08646657,60.41522987,56.22277119
29,60.41522987,59.00847397,75.66372975,65.37583651,65.00769185,72.83543094,56.92099788
30,62.09669879,58.03447251,76.29547824,65.12296062,67.00746227,73.43704787,55.02726597
31,56.88585061,47.09564736,70.57619995,61,63.03173804,70.40596566,58.46366393
32,60.01666435,53.03772242,70.85901495,60.8276253,62.07253821,71.19691005,57.72347876
33,53.60037313,47.16990566,65.62011887,56.5154846,58.30951895,67.68308504,61.66036004
34,69.63476143,64,78.44743463,69.46221995,73.00684899,80.62257748,59.61543424
35,75.31268154,68.02940541,87.29833904,76.4198927,80.00624976,87.69264507,63.5295207
36,78.08969202,71.0070419,90.93404203,79.51100553,84.02380615,90.7964757,65.8634952
37,74.63243263,66.75327707,86.40023148,72.00694411,76.4198927,83.00602388,53.33854141
38,79.30952024,72.277244,92.11405973,74.67261881,81.58431222,85.28774824,46.40043103
39,69.3181073,62.64183905,82.46211251,64.77653896,71.80529228,74.43117626,41.59326869
40,73.79024326,67.44627492,85.61541917,70.03570518,75.92759709,78.51751397,42.72001873
41,66.03786792,57.93962375,76.94153625,57.72347876,65.1459899,68.8839604,35.73513677
42,54.08326913,43.65775991,62.76941931,43.93176527,52.63078947,58.21511831,39.01281841
43,70.66116331,61.40032573,80.11242101,62.96824597,71.58910532,78.23042886,17.2626765
44,66.18912297,55.78530272,73.34848328,56.71860365,66.28725368,73.17103252,12.36931688
45,68.9637586,60.40695324,78.26237921,60.41522987,70.09279564,76.53103945,15
46,54.91812087,44.94441011,65.36818798,45.89117562,54.34151268,62.12889827,4.123105626
47,48.82622246,38.62641583,61.29437168,42.42640687,49.03060269,57.03507693,5.830951895
48,58.52349955,49.36598019,71.47027354,54.03702434,63.07138812,71.1758386,17.20465053
49,64.63745044,52.32590181,75.29276194,54.12023651,63.5688603,69.05070601,8.544003745
50,56.35601121,45.12205669,68.15423685,50.08991915,58.54912467,66,10.63014581
51,60.90155991,50.59644256,73.8241153,56.56854249,63.34824386,70.17834424,11.70469991
52,61.77378085,52.20153254,72.44998275,55.57877293,62.36986452,70.25667228,11.18033989
53,76.05918748,67.44627492,87.46427842,70.57619995,76.29547824,84.29116205,25.01999201
54,82.46211251,72.53275122,91.54780172,72.69112738,82.56512581,90.35485598,31.01612484
55,81.9390017,72.53275122,93.40770846,78.63841301,82.37718131,90.35485598,33
56,73.40980861,65.73431372,85.44003745,71.34423593,75.13321503,83.09632964,26.30589288
57,78,68.65857558,89.53770156,76.53103945,79.07591289,87.14355972,31.06444913
58,78.18567644,69.85699679,91.08238029,76.4198927,78.08969202,87.09190548,31.06444913
59,76.92203845,70.60453243,91.1811384,75.95393341,78.64477096,87.36704184,30.01666204
60,80.23091673,71.30918594,90.47651629,76.79192666,79.62411695,88.27797007,31.01612484
61,84.09518417,74.33034374,96.56603958,80.23091673,84.40379138,93.64827815,34.13209633
62,88.68483523,75.23961722,99.2975327,81.90848552,85.0940656,95.34149149,20
63,87.66413178,72.73238618,99.00505038,80.28075735,84.20213774,96.33794683,22.47220505
64,98.61541462,82.56512581,109.5627674,89.26925563,93.68030743,106.5316854,29.61418579
65,99.40321926,84.43340571,109.0045871,86.83317338,94.25497334,105.9056184,45.54119015
66,95.85405573,82.54089895,107.9120012,85.90692638,92.72000863,106.5316854,93.26306879
67,87.23531395,77.87810989,102.0441081,79.12016178,86.97700846,99.46356117,90.00555538
68,93.63759929,84.77027781,108.4665847,87.29833904,95.8018789,109.0366911,99.40824915
69,100.8464179,93.92017888,116.1077086,94.59386872,103.7400598,115.9180745,94.04786016
70,114.4901743,98.03060747,119.8707637,99.46356117,107.0046728,121.0165278,94.5409964
71,105.6219674,92.65527508,114.1621654,92.96235797,100,115.5724881,17.02938637
72,105.5130324,91.92388155,112.7918437,89.94442729,99.46356117,118.7139419,17
73,102.3914059,83.81527307,101.651365,75.66372975,91.00549434,115.4339638,9.219544457
74,122.9186723,92.17917335,111.8302285,84.48076704,108.5034562,137.1787156,12.04159458
75,70,111.0180166,123.081274,90.02777349,122.0245877,153.9415473,21.26029163
76,59.94163828,114.5862121,121.3424905,91.08786966,122.8006515,159.0282994,43.41658669
77,69.35416354,129.7112177,137.9311422,109.1650127,142.7900557,177.045192,36.22154055
78,83.45058418,142.3516772,147.0544117,116.0387866,152.118375,189.0423233,44.04543109
79,87.86353055,148.7581931,152.0296024,123.004065,158.3161394,196.002551,875.6192095
80,94.57801013,159.7059799,160.0124995,127,168.2973559,206,49.04079934
81,132.9247908,185.0027027,189.5943037,157.8131807,198.0908882,236.5417511,558.5785531
82,135.6945098,194,193.582024,163.6001222,203.061567,242.4046204,46.23851209
83,204.3624232,213.0211257,213.0375554,183.883115,220.1454065,261.6199534,65.1459899
84,210.0214275,206.0024272,201.7176244,175.4109461,215,253.2844251,54.5710546
85,231.1752582,224.0557966,222.524156,197.1217898,236.2117694,275.7263136,73.75635566
86,246.0731599,238.0021008,230.0543414,210.6086418,248.0503981,287.3917187,62.03224968
87,242.0743687,233,224.9822215,207.4078108,246.0325182,284.344861,66.85057965
88,236.0084744,229.1396954,217.4511439,202.0890893,239.0334705,279.0877998,72.44998275
89,209.7450834,228.1074308,214.7556751,199.2034136,237.0084387,278.1456453,74.24284477
90,204.6777956,224.0803427,207.8701518,196.2549362,233.0021459,277.1804466,76.02631123
91,173.6317943,221.0203611,205.7790077,192.8419042,232.1378901,275.5884613,71.86793444
92,182.3622768,231.0086578,214.3478481,205.4117816,239.0188277,287.3412605,60.90155991
93,205.8275978,237.0337529,218.9292123,1000,233.1372986,292.6174978,51
94,170.3085435,211.0023697,193.7524193,19.41648784,221.0090496,270.4163457,69.35416354
95,184.4911922,222.1103329,204.3771024,8.062257748,226.4332131,280.9430547,53.31041174
96,183.6981219,222.0810663,201.6134916,6.708203932,218.3872707,278.9498163,52.80151513
97,194.648401,220.0204536,197.1319355,8.062257748,216.3330765,275.6555822,53.33854141
98,182.2580588,219.14607,195.532606,7.211102551,212.6805116,275.0490865,49.64876635
99,185.2241885,215.3346233,190.4652199,12.20655562,219.7384809,271.4479692,45.61797891
100,183.8096842,207.6174366,187.0106949,13.45362405,208.1657993,268.7936011,43.46262762
101,172.626765,199.3037882,174.416169,20.61552813,195.829007,257.4198905,53.71219601
102,168.2379268,193.3132173,167.3708457,23.53720459,180.8009956,252.5569243,54.7813837
103,165.4841382,191.0235588,163.9573115,20.02498439,181.2760326,250.7987241,456.3562205
104,167.4514855,189.5178092,160.5895389,24.69817807,179.6106901,247.9455585,12.64911064
105,159.2388144,185.0972717,156.5183695,23.02172887,181.7058062,246.0772237,7.071067812
106,146.1232357,171.2366783,142.1724305,35.12833614,164.4384383,229.3665189,19.6977156
107,148.1114445,173.5655496,142.9405471,37.85498646,159.3047394,229.8368987,22.20360331
108,133.9589489,163.0122695,127.8827588,43.28972164,147.0850094,218.3872707,29.01723626
109,135.2479205,159.2607924,127.7693234,54.12023651,142.4148869,212.5770449,44.72135955
110,130.3572016,160.1124605,126.5306287,49.09175083,145.6742942,215.0279052,39.05124838
111,133.7011593,159.2545133,124.2779144,50.35871325,149.5660389,216.3353878,40.52159918
112,133.1352696,160.449369,122.7762192,50.6359556,149.1106971,218.6732723,44.92215489
113,136,170.0264685,126.3843345,39,155.6309738,226.7972663,34.23448554
114,131.5294644,163,116.4173527,43.18564576,157.4579309,222.5758298,39.01281841
115,150.950323,182.3951754,131.2440475,27.89265136,172.1307642,239.760297,31.90611227
116,137.2005831,167.3618834,116.1077086,41.10960958,155.8589106,222.6432123,45.12205669
117,135.9154149,164.2224102,112.7297654,46.87216658,152.6106156,218.6595527,38.41874542
118,123.458495,159.5305613,102.8834292,51,145,212.5958607,197.9520144
119,128.2224629,156.179384,101.2126474,59.03388857,146.0308187,206.9033591,68.76772499
120,133.932819,155.3222457,92.11405973,58.21511831,144.8378404,204.413796,89.30845425
121,129.3560977,151.2679741,86.16263691,63.19810124,135.9595528,199.4492417,211.8348413
122,134.7182245,153.3101432,88.19297024,64.28063472,135.3403118,200.0849819,204.5605045
123,142.0774437,164.5964763,96.00520819,53.00943312,150.4426801,210.8672568,212.708721
124,138.3979769,164.3684885,91,55.00909016,146.5093854,206.9033591,98.08159868
125,130.5986217,158.7104281,87.20665112,62.00806399,140.4635184,199.271172,91.13725912
126,140.388746,157.318149,86.40601831,61.03277808,138.6542462,191.637679,108.415866
127,156.7067325,150.9602597,85.88364221,66.03029608,133.1540461,182.3211452,93.13431162
128,135.5654823,141.7956276,79.17701687,67.0298441,124.6635472,171.8284028,86.57944329
129,145.3822548,140.5133446,77.38862966,61.07372594,123.9758041,167.5857989,244.2294004
130,144.1839103,134.5362405,77.36924454,1000,124.5351356,160.5147968,205.5480479
131,142.2743828,134.2385936,76.32168761,5.385164807,125.1319304,156.8183663,206.6494616
132,132.2308587,123.0650235,68.35202996,8.246211251,117.7115118,146.5776245,166.300932
133,127.4244874,121.148669,67.23094526,6.403124237,119.1007976,142.8985654,167.3618834
134,122.184287,115.5248891,62.17716623,5.385164807,110.3539759,135.4843164,166.9730517
135,113.9517442,104.3886967,54.58937626,13.92838828,100.895986,125.1598977,171.1432149
136,112.4455424,105.0428484,51.54609588,17.20465053,99.84988733,124.1450764,214.3735058
137,98.02040604,91.66242414,38.63935817,31.144823,85.0529247,110.0409015,218.2406928
138,99.32270637,93.1933474,39.29376541,28.28427125,87.2811549,110,217.8003673
139,92.19544457,86.20904825,33.24154028,29.73213749,76.32168761,100,216.9446934
140,94.19129471,89.20201791,35.90264614,28.31960452,78.23042886,102.0049018,221.8220007
141,78.10249676,76.79192666,24.51530134,40,66.12110102,89.14033879,224.0089284
142,80.30566605,76.4198927,25.49509757,37.44329045,67.26812024,88.02272434,224.4036542
143,72,70.61161378,20.22374842,46.40043103,61.00819617,79.51100553,233.4202219
144,72.02777242,69.85699679,23.34523506,44.82186966,54.08326913,128.0039062,237.5394704
145,90.8735385,70.17834424,27.29468813,38.47076812,59.43904441,125.399362,233.0708047
146,79.47955712,58.03447251,21.9544984,1000,46.06517123,108.5034562,224.1985727
147,40.02499219,54.58937626,21.09502311,10.04987562,36.87817783,103.3102125,240.4766101
148,59.07622195,38.63935817,12.36931688,14.86606875,24.73863375,88.5663593,253.931093
149,64.66065264,35.60898763,17.08800749,34,18.43908891,76.65507159,256.1444905
150,57.72347876,26.40075756,20.1246118,43.18564576,13.92838828,58.69412236,253.1600284
151,60.20797289,33.37663854,23.40939982,45.254834,23.34523506,58.24946352,258.7237909
152,57.07013229,28.01785145,21.63330765,43.27817002,20,53.46026562,240.441261
153,62.12889827,33.83784863,30.47950131,51.4003891,24.04163056,46.32493929,245.5402207
154,54.03702434,31.76476035,29.20616373,49.73932046,26.07680962,42.29657197,239.8853893
155,66.00757532,38.62641583,35.4682957,56.85068161,31.82766093,42.72001873,248.7669592
156,65,37.69615365,33.9705755,52.40229003,33.42154993,43.32435804,247.8225171
157,72.1734023,42.95346319,36.35931793,1000,31.6227766,49.76946855,170.3936619
158,72.11102551,43.41658669,38.27531842,4.123105626,37.53664876,47.42362281,254.568262
159,88.95504483,49.09175083,41.10960958,5.830951895,35.4682957,56.35601121,261.0306495
160,87.69264507,49.24428901,41.14608122,5.099019514,40.49691346,51.97114584,261.0478883
161,87.66413178,48.09365863,38.60051813,6.403124237,35.11409973,57.24508713,261.0689564
162,77.23341246,48.50773134,41.59326869,4.472135955,34.88552709,52.77309921,261
163,81.22191822,50.69516742,44.40720662,8.544003745,38.28837944,48.76474136,261.0478883
164,84.48076704,55.90169944,52.80151513,15.65247584,46.01086828,45.80392996,268.0671558
165,92,57.72347876,50.32891813,13.03840481,42.94182111,59.9082632,275.2616937
166,81.74350127,46.09772229,41.77319715,11.18033989,33.73425559,66.85057965,87.7097486
167,73.92563831,35.51056181,29.01723626,1000,18.43908891,70.21395873,310.1612484
168,80.0624756,47.04253395,37.85498646,12.80624847,28.63564213,63.90618123,314.8714023
169,80.23091673,45.27692569,34.92849839,50.80354318,25.49509757,64.19501538,272.8094573
170,69.64194139,34,25.07987241,1000,18.02775638,65.9241989,310.6638054
171,80.23091673,43.56604182,33.37663854,9.433981132,23.02172887,73.4982993,261.9637379
172,91.70605214,47.12748667,34.4818793,14.4222051,24.04163056,81.25269226,262.7736669
173,95.27329112,48.70318265,39.2173431,18.60107524,26.2488095,82.96987405,264.4579362
174,99.72963451,52.55473337,42.95346319,21.40093456,33.24154028,87.36131867,267.2171402
175,88.141931,45.61797891,35.35533906,18.02775638,26.83281573,85.70297544,261.6046636
176,89.94442729,43.38202393,34.13209633,17.2626765,24.18677324,85.15867542,254.9607813
177,87.23531395,45.17742799,37.21558813,16.76305461,25.49509757,85.51023331,256.4624729
178,95.7183368,47.70744177,39.20459157,24.08318916,27.01851217,91.08238029,255.9062328
179,93.81364506,46.87216658,38.60051813,22.36067977,27.20294102,90.25519376,254.521119
180,95.7183368,48.87739764,40.80441153,23.76972865,28.01785145,91.59148432,255.8065675
181,91.0659102,54.40588203,45.45327271,32.01562119,34.71310992,100.8067458,259.4706149
182,108.9311709,72.62231062,62.68173578,1000,52.77309921,128.724512,271.5824
183,111.8257573,76.21679605,64.63745044,1.414213562,59.03388857,136.7808466,271.5824
184,90.60905032,51.97114584,39.81205847,25.61249695,37.33630941,123.004065,242.3324163
185,108.0046295,54.70831747,43.38202393,22.20360331,43.73785546,129.0620006,242.3324163
186,111.8302285,57.98275606,45.17742799,19.41648784,43.41658669,132.1362933,242.3324163
187,117.6137747,60.74537019,48.02082881,16.64331698,52.39274759,133.1840831,245.0816191
188,111.7586686,65.4599114,49.92995093,11.66190379,55.08175742,135.4474068,242.3324163
189,121.2023102,69.64194139,55.36244214,22.09072203,65.19202405,146.0034246,236.3493177
190,108.4665847,66.70832032,55.02726597,1000,58.42088668,145,236.9219281
191,97.41663102,57.7754273,47.12748667,16.55294536,49.04079934,134.0596882,228.5694643
192,97.61659695,53.66563146,43.08131846,20.61552813,44.10215414,128.0351514,228.5694643
193,97.45255256,59.03388857,47.5394573,17.2626765,47.26520919,132.0037878,233.2123496
194,104.019229,63.50590524,52.92447449,11.04536102,63.50590524,136.0036764,241.4560001
195,108.2266141,67.9779376,58.30951895,6,58.42088668,140.0035714,82.80700453
196,111.5168149,70.38465742,60.40695324,2.236067977,62.20128616,145.0310312,357.2464136
197,100.4041832,60.16643583,51.41984053,12.04159458,54.14794548,137.4408964,84.02380615
198,94.86832981,53.45091206,46.09772229,17.20465053,49.25444142,132.6386067,77.4209274
199,95.4410813,57.97413216,52.34500931,15.8113883,54.91812087,135.9448418,77.46612163
200,91.60785992,54.81788029,53.15072906,17.02938637,50.009999,134.212518,74.81310046
201,61.84658438,56.29387178,54.03702434,15.65247584,50.99019514,133.9888055,71.02816343
202,71.21797526,47.85394446,47.04253395,19.41648784,39.84971769,125.5149393,61.58733636
203,62.96824597,43.73785546,44.18144407,21.26029163,35.84689666,118.6633895,55.94640292
204,46.69047012,36.34556369,40.31128874,35,38.20994635,113.2166066,40.52159918
205,44.55333882,40.44749683,44.94441011,35.51056181,38.28837944,113.8859078,40.26164428
206,43.26661531,39.29376541,45.61797891,38.07886553,41.77319715,113.0884609,36.49657518
207,51.97114584,32.75667871,34,29.15475947,27.80287755,98.95453501,54.03702434
208,46.17358552,25.70992026,27.07397274,35.77708764,21.63330765,91.76055798,14.4222051
209,53.48831648,35.11409973,33.37663854,28.46049894,19.23538406,92.96235797,13
210,56.79788728,31.01612484,26.17250466,36.40054945,13.45362405,84.64632302,8.062257748
211,47.29693436,25.07987241,21.02379604,40.80441153,10.04987562,76.24303247,11.40175425
212,40.52159918,20.88061302,18.02775638,44.92215489,13.41640786,71.16881339,20.1246118
213,44.55333882,17.08800749,15.03329638,48.08326112,17.69180601,64.07807737,27.85677655
214,41.77319715,19.6468827,15.29705854,49.33558553,22.20360331,61.74139616,31.6227766
215,54.08326913,24.20743687,16.97056275,44.28317965,24.0208243,49.72926704,37.21558813
216,67.74215822,22.20360331,15.23154621,47.16990566,44.01136217,77.66595136,46.81879964
217,88.23264702,39,33.61547263,37.36308338,58.82176468,1000,62.43396512
218,94.04786016,40.44749683,38.07886553,1000,67.35725648,4.472135955,68.79680225
